,feature,size
8842,"['mk.keyword_id', '>', '1039']",3478953.0
8843,"['t.id', '=', 'mi.movie_id', 't.production_year', '=', '1901']",15431.0
8844,"['ci.person_id', '=', '1751973']",18.0
8845,"['mk.keyword_id', '=', '27173']",71.0
8846,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '382']",20522.0
8847,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1995', 'mi.info_type_id', '<', '4', 'mi_idx.info_type_id', '=', '99']",2758.0
8848,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2010', 'ci.person_id', '<', '2232240', 'ci.role_id', '>', '3']",147727.0
8849,"['t.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '1999', 'mk.keyword_id', '>', '1272']",715626.0
8850,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2000']",1980198.0
8851,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mc.company_id', '=', '6', 'mk.keyword_id', '>', '6395']",29687.0
8852,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mk.keyword_id', '<', '7924']",2399378.0
8853,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 'mi.info_type_id', '=', '16', 'mk.keyword_id', '<', '27512']",2666942.0
8854,"['mk.keyword_id', '>', '19536']",969843.0
8855,"['mc.company_id', '=', '58106']",2.0
8856,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2010', 'mi.info_type_id', '<', '98']",1169441.0
8857,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 'ci.person_id', '<', '2962450', 'ci.role_id', '=', '1']",7421510.0
8858,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2010', 'mc.company_id', '<', '13180', 'mk.keyword_id', '<', '41']",1681.0
8859,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '<', '91418', 'mc.company_type_id', '<', '2', 'ci.person_id', '>', '532791']",40050505.0
8860,"['mk.keyword_id', '>', '62076']",238745.0
8861,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '=', '134917', 'mc.company_type_id', '>', '1', 'mi_idx.info_type_id', '=', '99']",4.0
8862,"['mc.company_id', '=', '7456', 'mc.company_type_id', '=', '2']",6.0
8863,"['ci.person_id', '=', '2460591']",134.0
8864,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1908', 'mk.keyword_id', '=', '1415']",1056.0
8865,"['t.id', '=', 'mi.movie_id', 't.production_year', '<', '2005', 'mi.info_type_id', '>', '6']",5667975.0
8866,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1987']",1131042.0
8867,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.role_id', '>', '10', 'mi.info_type_id', '<', '4']",643032.0
8868,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 't.production_year', '>', '2005', 'mi_idx.info_type_id', '=', '100']",81638.0
8869,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2011', 'mk.keyword_id', '<', '16264']",171414.0
8870,"['t.id', '=', 'mc.movie_id', 't.production_year', '<', '1981', 'mc.company_id', '>', '112132']",44976.0
8871,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1970', 'mi_idx.info_type_id', '<', '100']",2681.0
8872,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '2860']",2766259.0
8873,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2012', 'mk.keyword_id', '<', '8232']",2350497.0
8874,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 'mk.keyword_id', '<', '16501']",2207988.0
8875,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '22373']",817844.0
8876,"['ci.person_id', '=', '546624']",32.0
8877,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 'mi.info_type_id', '=', '1', 'mi_idx.info_type_id', '=', '101']",274804.0
8878,"['t.id', '=', 'ci.movie_id', 't.production_year', '>', '1994', 'ci.person_id', '>', '2334314', 'ci.role_id', '<', '4']",4007436.0
8879,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2004', 'mi.info_type_id', '<', '6']",1283072.0
8880,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '2042']",3270687.0
8881,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2001']",11910291.0
8882,"['mc.company_id', '>', '846', 'mc.company_type_id', '=', '1']",813876.0
8883,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '4', 'mk.keyword_id', '<', '33529']",516621.0
8884,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '1994', 'mi.info_type_id', '=', '7']",13095738.0
8885,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '=', '2601251']",276.0
8886,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '>', '2002', 'ci.person_id', '>', '2655042', 'ci.role_id', '>', '1', 'mi.info_type_id', '>', '15']",38445516.0
8887,"['mc.company_id', '>', '538', 'mc.company_type_id', '=', '2']",1192744.0
8888,"['mk.keyword_id', '>', '20602']",895451.0
8889,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1987', 'mk.keyword_id', '<', '1582']",13625271.0
8890,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '166']",2282155.0
8891,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mi.info_type_id', '<', '17']",5495417.0
8892,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '1950', 'mi_idx.info_type_id', '=', '99']",27621.0
8893,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1983', 'mc.company_id', '>', '136745', 'mc.company_type_id', '>', '1']",1587.0
8894,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '2826057', 'ci.role_id', '>', '3']",157.0
8895,"['mc.company_id', '>', '12980', 'mc.company_type_id', '=', '2']",871290.0
8896,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 'mi_idx.info_type_id', '=', '101']",318019.0
8897,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '2012', 'mi.info_type_id', '>', '8', 'mi_idx.info_type_id', '>', '99']",23660.0
8898,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '56597', 'mc.company_type_id', '=', '1', 'mi.info_type_id', '<', '107']",12.0
8899,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '2164']",1502245.0
8900,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '1953', 'mk.keyword_id', '=', '7877']",45.0
8901,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2011']",2871648.0
8902,"['mk.keyword_id', '>', '2439']",2932928.0
8903,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2006']",38222009.0
8904,"['mc.company_id', '=', '14712', 'mc.company_type_id', '=', '1']",915.0
8905,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2012', 'mc.company_id', '>', '2840', 'mc.company_type_id', '=', '2', 'mi.info_type_id', '=', '4']",3158.0
8906,"['mk.keyword_id', '>', '3219']",2639405.0
8907,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2007']",38455.0
8908,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '1998', 'mi_idx.info_type_id', '>', '100']",1606970.0
8909,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '4', 't.production_year', '=', '2013']",2889.0
8910,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '1997', 'mc.company_id', '>', '74394', 'mc.company_type_id', '>', '1']",66442.0
8911,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1967', 'mk.keyword_id', '<', '643']",23728727.0
8912,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '>', '3313276', 'ci.role_id', '>', '1']",4053262.0
8913,"['mc.company_id', '=', '97429', 'mc.company_type_id', '=', '2']",28.0
8914,"['mc.company_id', '>', '11600', 'mc.company_type_id', '=', '1']",362804.0
8915,"['ci.person_id', '<', '2800395', 'ci.role_id', '=', '10']",1198825.0
8916,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '3', 'mi_idx.info_type_id', '<', '101']",350620.0
8917,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1950']",3361858.0
8918,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1957', 'mc.company_id', '<', '76284']",585787.0
8919,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '>', '14002']",1573889.0
8920,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1987']",2732784.0
8921,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '3518']",96587587.0
8922,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '2010', 'mc.company_type_id', '=', '1']",184643.0
8923,"['t.kind_id', '>', '1', 't.production_year', '>', '1979']",1560688.0
8924,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '3', 't.production_year', '=', '2003', 'mc.company_id', '=', '6', 'mc.company_type_id', '=', '1']",15.0
8925,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '3', 'mi_idx.info_type_id', '>', '99']",350620.0
8926,"['mc.company_id', '<', '160', 'mc.company_type_id', '=', '2']",68493.0
8927,"['ci.person_id', '>', '2432289', 'ci.role_id', '>', '1']",12508997.0
8928,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '1954', 'mi.info_type_id', '=', '107']",81781.0
8929,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 'mk.keyword_id', '<', '126878']",4908840.0
8930,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2003']",98241.0
8931,"['mc.company_id', '>', '6']",2542342.0
8932,"['mc.company_id', '=', '1877', 'mc.company_type_id', '<', '2']",1242.0
8933,"['mk.keyword_id', '=', '4033']",286.0
8934,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1969', 'mi_idx.info_type_id', '=', '100']",386966.0
8935,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '2', 'mi.info_type_id', '=', '16']",2766471.0
8936,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2008']",5741397.0
8937,"['mc.company_id', '=', '9509']",157.0
8938,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2009', 'mi.info_type_id', '<', '16', 'mk.keyword_id', '>', '6293']",43872386.0
8939,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '1985']",3846399.0
8940,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mk.keyword_id', '<', '35325']",983802.0
8941,"['mk.keyword_id', '>', '9485']",1606394.0
8942,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2000', 'mc.company_id', '>', '6941', 'mc.company_type_id', '<', '2']",1123.0
8943,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.production_year', '<', '2008', 'mc.company_id', '>', '22290', 'mc.company_type_id', '=', '2', 'ci.person_id', '=', '2374252', 'ci.role_id', '<', '3']",200.0
8944,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 'ci.person_id', '>', '1831327', 'ci.role_id', '>', '1']",12984063.0
8945,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '6585']",2570382.0
8946,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '4', 't.production_year', '=', '2005']",14331.0
8947,"['mc.company_id', '<', '15059']",1562593.0
8948,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '5503', 'mc.company_type_id', '<', '2']",13179521.0
8949,"['mk.keyword_id', '=', '70']",6525.0
8950,"['mk.keyword_id', '=', '6058']",734.0
8951,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '1962', 'mc.company_type_id', '=', '2']",1068766.0
8952,"['ci.person_id', '<', '411520', 'ci.role_id', '=', '6']",66935.0
8953,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '26175']",1651515.0
8954,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '18261']",26928243.0
8955,"['mk.keyword_id', '=', '2487']",1893.0
8956,"['mk.keyword_id', '>', '21027']",877316.0
8957,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2012', 'ci.person_id', '<', '3975308', 'ci.role_id', '<', '7']",401733.0
8958,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '2009', 'ci.person_id', '=', '3781799', 'ci.role_id', '>', '4', 'mi_idx.info_type_id', '>', '100']",1.0
8959,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '1979', 'mi_idx.info_type_id', '=', '99']",338402.0
8960,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 'mi.info_type_id', '=', '5']",346247.0
8961,"['t.id', '=', 'mi.movie_id', 't.production_year', '=', '1990', 'mi.info_type_id', '>', '2']",122314.0
8962,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '2009']",258618.0
8963,"['mk.keyword_id', '>', '772']",3720556.0
8964,"['mc.company_id', '>', '11649', 'mc.company_type_id', '>', '1']",894045.0
8965,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '=', '2006', 'mk.keyword_id', '<', '24382']",336975.0
8966,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mi_idx.info_type_id', '<', '100']",3092652.0
8967,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2003', 'ci.role_id', '>', '1']",107388039.0
8968,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'ci.person_id', '=', '3988776']",397.0
8969,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '1927', 'mc.company_type_id', '>', '1']",526735.0
8970,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2000', 'mi.info_type_id', '>', '2', 'mk.keyword_id', '<', '667']",402877.0
8971,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '2009', 'ci.person_id', '>', '1661026', 'ci.role_id', '<', '4']",7388857.0
8972,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '2005', 'mc.company_id', '<', '2561', 'mc.company_type_id', '<', '2']",712337.0
8973,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 'mk.keyword_id', '<', '31205']",25760447.0
8974,"['ci.person_id', '=', '2518996']",180.0
8975,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '6']",17135.0
8976,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '1965', 'mc.company_id', '=', '15524', 'mc.company_type_id', '<', '2']",107.0
8977,"['mc.company_id', '=', '64037', 'mc.company_type_id', '=', '1']",1.0
8978,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1947', 'ci.role_id', '<', '3', 'mi_idx.info_type_id', '<', '100']",20009.0
8979,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '<', '4834', 'mi_idx.info_type_id', '>', '99']",1159752.0
8980,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '7763']",1792776.0
8981,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '1972', 'mi_idx.info_type_id', '=', '100']",1882958.0
8982,"['mi.info_type_id', '>', '42']",1180649.0
8983,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.person_id', '>', '1530269', 'ci.role_id', '=', '1', 'mi_idx.info_type_id', '=', '101']",565079.0
8984,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mi.info_type_id', '<', '107', 'mk.keyword_id', '<', '18607']",167823614.0
8985,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '>', '3', 't.production_year', '>', '2008', 'ci.person_id', '=', '372463']",89.0
8986,"['t.kind_id', '=', '1', 't.production_year', '=', '2012']",39560.0
8987,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '5851']",2073764.0
8988,"['mk.keyword_id', '<', '71787']",4347659.0
8989,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '<', '2762216', 'ci.role_id', '=', '7', 'mi.info_type_id', '<', '17']",1074904.0
8990,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '<', '3658']",95252170.0
8991,"['ci.person_id', '>', '3891518', 'ci.role_id', '>', '3']",888192.0
8992,"['t.id', '=', 'mi.movie_id', 't.production_year', '>', '2000', 'mi.info_type_id', '=', '98']",189521.0
8993,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2005', 'mi_idx.info_type_id', '=', '100']",3951629.0
8994,"['ci.person_id', '>', '3339317', 'ci.role_id', '>', '2']",3934527.0
8995,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1980', 'mc.company_type_id', '=', '1', 'mk.keyword_id', '>', '48541']",16762.0
8996,"['ci.person_id', '<', '3381402']",32510662.0
8997,"['mk.keyword_id', '<', '16980']",3478715.0
8998,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2007', 'mc.company_type_id', '=', '1']",14242.0
8999,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.person_id', '<', '972445']",62018710.0
9000,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '5212']",119581888.0
9001,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1986', 'mi_idx.info_type_id', '<', '100']",4763.0
9002,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '3', 'mc.company_id', '>', '19', 'mc.company_type_id', '=', '2']",1098271.0
9003,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '424']",3198350.0
9004,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '3', 't.production_year', '>', '2005']",2839057.0
9005,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '76303']",471.0
9006,"['mk.keyword_id', '=', '1013']",2620.0
9007,"['mc.company_id', '=', '338', 'mc.company_type_id', '=', '2']",1048.0
9008,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '2010', 'mc.company_id', '>', '664', 'mc.company_type_id', '<', '2', 'mi_idx.info_type_id', '>', '99']",80704.0
9009,"['mk.keyword_id', '<', '1135']",1102686.0
9010,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '=', '1448', 'mc.company_type_id', '<', '2']",68.0
9011,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mi_idx.info_type_id', '=', '101']",369140.0
9012,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '2503']",35062.0
9013,"['mc.company_id', '>', '2731', 'mc.company_type_id', '>', '1']",1075899.0
9014,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '=', '1990']",5254814.0
9015,"['ci.person_id', '<', '1041371', 'ci.role_id', '<', '3']",7642970.0
9016,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1944', 'mk.keyword_id', '>', '347']",46872.0
9017,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.role_id', '>', '10', 'mi.info_type_id', '<', '8']",1513978.0
9018,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '1993']",1077239.0
9019,"['mk.keyword_id', '<', '224']",254471.0
9020,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_type_id', '=', '2', 'mk.keyword_id', '=', '2165']",451.0
9021,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '866']",1903.0
9022,"['mc.company_id', '<', '52725']",1950170.0
9023,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '>', '11385', 'mc.company_type_id', '=', '1']",9303449.0
9024,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '3', 't.production_year', '=', '2012']",969531.0
9025,"['ci.person_id', '=', '195472']",14.0
9026,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 't.production_year', '<', '1955']",100196.0
9027,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1937', 'mi_idx.info_type_id', '<', '101']",887302.0
9028,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '3', 't.production_year', '=', '2007', 'mc.company_id', '>', '686', 'mc.company_type_id', '=', '2']",23323.0
9029,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '1346922', 'ci.role_id', '>', '4']",1795561.0
9030,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '<', '1126180', 'ci.role_id', '>', '1']",45400636.0
9031,"['mc.company_id', '=', '31716']",2012.0
9032,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1999', 'ci.person_id', '>', '2544404', 'ci.role_id', '=', '8']",7186.0
9033,"['mc.company_id', '<', '20514', 'mc.company_type_id', '>', '1']",548802.0
9034,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2005', 'mi.info_type_id', '>', '8']",1644736.0
9035,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '12831', 'mc.company_type_id', '=', '1', 'mi.info_type_id', '<', '4']",10.0
9036,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 'mk.keyword_id', '>', '1809']",2673035.0
9037,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mi.info_type_id', '>', '16', 'mi_idx.info_type_id', '>', '99']",3255149.0
9038,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1980', 'mi.info_type_id', '<', '104']",163155.0
9039,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '3331']",86.0
9040,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '>', '5472', 'mi.info_type_id', '<', '16']",20498797.0
9041,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '3', 't.production_year', '=', '1958', 'mk.keyword_id', '>', '745']",4962.0
9042,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '2008']",1624547.0
9043,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '6', 't.production_year', '<', '2005', 'ci.role_id', '=', '3', 'mi_idx.info_type_id', '<', '100']",364513.0
9044,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '=', '228', 'mc.company_type_id', '=', '2']",21273.0
9045,"['ci.person_id', '>', '2474530', 'ci.role_id', '>', '2']",10396098.0
9046,"['mk.keyword_id', '<', '46032']",4159501.0
9047,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1995', 'mi_idx.info_type_id', '<', '100']",7816.0
9048,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '470023', 'ci.role_id', '<', '10']",234.0
9049,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '>', '2003']",3084333.0
9050,"['mc.company_id', '<', '74146', 'mc.company_type_id', '>', '1']",833599.0
9051,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'ci.person_id', '<', '3149138']",65167301.0
9052,"['ci.person_id', '=', '3377006', 'ci.role_id', '>', '1']",152.0
9053,"['mc.company_id', '>', '436']",2114217.0
9054,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1959', 'mi_idx.info_type_id', '>', '100']",2574545.0
9055,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 'ci.person_id', '=', '3505874', 'ci.role_id', '=', '10']",60.0
9056,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '3', 't.production_year', '>', '2004']",69799.0
9057,"['t.id', '=', 'mi.movie_id', 't.production_year', '>', '1915']",14035850.0
